name,blurb,goal,slug,disable_communication,country,deadline,state_changed_at,created_at,launched_at,staff_pick,backers_count,category,urls,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_hr,created_at_month,created_at_day,created_at_hr,launched_at_month,launched_at_day,launched_at_hr,create_to_launch,launch_to_deadline,launch_to_state_change,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,USorGB,TOPCOUNTRY,LaunchedTuesday,DeadlineWeekend
"Pamoi - Private, Anonymous Messages Over the Internet","* Share private messages over the Internet
* 100% encrypted data
* 100% anonym
* Options like: self-destruct after being read",1500.0,pamoi-private-anonymous-messages-over-the-internet,False,DE,10/17/2016 0:02,10/17/2016 0:02,8/17/2016 10:47,8/18/2016 0:02,False,0,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/902411786/pamoi-private-anonymous-messages-over-the-internet?ref=category"",""rewards"":""https://www.kickstarter.com/projects/902411786/pamoi-private-anonymous-messages-over-the-internet/rewards""}}",Monday,Monday,Wednesday,Thursday,10,17,0,10,17,0,8,17,10,8,18,0,0 days 13:15:44.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,0,60,60,0,0,0,0,0
"HOLOS  DYMO FLEX, FITNESS, EXERCISE & TRAINING DEVICE","Help us in our efforts to fight the Obesity Epidemic & to promote Fitness & Wellness around the world, with our DYMO FLEX  âBE THE ONEâ",36000.0,holos-dymo-flex-fitness-exercise-and-training-devi,False,US,6/15/2016 4:44,6/15/2016 4:44,12/24/2014 11:05,5/15/2016 16:19,False,8,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/holosdymoflex/holos-dymo-flex-fitness-exercise-and-training-devi?ref=category"",""rewards"":""https://www.kickstarter.com/projects/holosdymoflex/holos-dymo-flex-fitness-exercise-and-training-devi/rewards""}}",Wednesday,Wednesday,Wednesday,Sunday,6,15,4,6,15,4,12,24,11,5,15,16,508 days 05:14:04.000000000,30 days 12:24:06.000000000,30 days 12:24:06.000000000,508,30,30,0,1,1,0,0
AENY's Production of An Invisible Piece of this World,"AENY-Spanish Artists in NY brings Juan Diego Botto's ""brilliant script"" (El PaÃ­s) for ""An Invisible Piece of this World"" to the stage.",3000.0,aenys-production-of-an-invisible-piece-of-this-wor,False,US,4/9/2016 23:00,4/9/2016 23:00,3/16/2016 19:10,3/18/2016 16:31,False,36,Plays,"{""web"":{""project"":""https://www.kickstarter.com/projects/713551428/aenys-production-of-an-invisible-piece-of-this-wor?ref=category"",""rewards"":""https://www.kickstarter.com/projects/713551428/aenys-production-of-an-invisible-piece-of-this-wor/rewards""}}",Saturday,Saturday,Wednesday,Friday,4,9,23,4,9,23,3,16,19,3,18,16,1 days 21:21:02.000000000,22 days 06:28:48.000000000,22 days 06:28:51.000000000,1,22,22,1,1,1,0,1
MIXMAT Fastest Way to mix concrete,WE have perfected a mixing mat for concrete that allows you to mix a bag of concrete in less than a minute!!,10000.0,mixmat-fastest-way-to-mix-concrete,False,US,3/26/2015 14:05,3/26/2015 14:05,2/22/2015 11:55,2/24/2015 14:05,False,5,,"{""web"":{""project"":""https://www.kickstarter.com/projects/1269028116/mixmat-fastest-way-to-mix-concrete?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1269028116/mixmat-fastest-way-to-mix-concrete/rewards""}}",Thursday,Thursday,Sunday,Tuesday,3,26,14,3,26,14,2,22,11,2,24,14,2 days 02:09:32.000000000,30 days 00:00:00.000000000,30 days 00:00:03.000000000,2,30,30,0,1,1,1,0
TheArtistPost.com,The Artist Post is a new social media site for artists of all genres. You will be able to create a free profile to share with the world,3500.0,theartistpostcom,False,US,2/14/2015 15:48,2/14/2015 15:48,1/13/2015 21:08,1/15/2015 15:48,False,1,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/theartistpost/theartistpostcom?ref=category"",""rewards"":""https://www.kickstarter.com/projects/theartistpost/theartistpostcom/rewards""}}",Saturday,Saturday,Tuesday,Thursday,2,14,15,2,14,15,1,13,21,1,15,15,1 days 18:39:52.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,1,30,30,0,1,1,0,1
"Spivo | The Ultimate Selfie Stick for GoPro, iPhone and more",The Spivo Stick is a new camera pole mount that allows you to rotate your camera 180Â° to capture your full surroundings.,30000.0,spivo-trigger-your-adventure,False,CA,7/23/2015 15:09,7/23/2015 15:09,5/30/2015 16:06,6/23/2015 15:09,False,206,,"{""web"":{""project"":""https://www.kickstarter.com/projects/spivo/spivo-trigger-your-adventure?ref=category"",""rewards"":""https://www.kickstarter.com/projects/spivo/spivo-trigger-your-adventure/rewards""}}",Thursday,Thursday,Saturday,Tuesday,7,23,15,7,23,15,5,30,16,6,23,15,23 days 23:03:15.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,23,30,30,0,0,0,1,0
The Panther Chronicles: Important Film w/ a Message,"Two films that will shoot at once, capturing a school shooting as it unfolds in suburban Atlanta.",5000.0,the-panther-chronicles-important-film-w-a-message,False,US,4/5/2012 16:54,4/5/2012 16:54,3/6/2012 10:36,3/6/2012 16:54,False,1,,"{""web"":{""project"":""https://www.kickstarter.com/projects/peteroberth/the-panther-chronicles-important-film-w-a-message?ref=category"",""rewards"":""https://www.kickstarter.com/projects/peteroberth/the-panther-chronicles-important-film-w-a-message/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,4,5,16,4,5,16,3,6,10,3,6,16,0 days 06:17:56.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0,30,30,0,1,1,1,0
OLLI Fest - A self development and motivational festival,"A micro-festival for self improvers, Life Squeezers and the forever curious. Taking place from 4-6th September 2015 in Surrey.",10000.0,olli-fest-a-self-development-and-motivational-fest,False,GB,4/16/2015 12:24,4/16/2015 12:24,9/5/2014 8:54,3/17/2015 12:24,False,9,Festivals,"{""web"":{""project"":""https://www.kickstarter.com/projects/1731188334/olli-fest-a-self-development-and-motivational-fest?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1731188334/olli-fest-a-self-development-and-motivational-fest/rewards""}}",Thursday,Thursday,Friday,Tuesday,4,16,12,4,16,12,9,5,8,3,17,12,193 days 03:30:58.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,193,30,30,0,1,1,1,0
Run Along!,"A one-man, one-guitar, 5,000-step musical stage show for children to promote exercise, goal-setting, and positive family fun.",5800.0,run-along,False,US,2/21/2015 13:21,2/21/2015 13:21,8/26/2014 6:54,1/20/2015 18:51,False,66,Immersive,"{""web"":{""project"":""https://www.kickstarter.com/projects/968958817/run-along?ref=category"",""rewards"":""https://www.kickstarter.com/projects/968958817/run-along/rewards""}}",Saturday,Saturday,Tuesday,Tuesday,2,21,13,2,21,13,8,26,6,1,20,18,147 days 11:56:03.000000000,31 days 18:30:00.000000000,31 days 18:30:00.000000000,147,31,31,1,1,1,1,1
Flex Timer - Bluetooth Enabled Interval Training Wall Clock,"Meet the wall mounted fitness clock for interval training controlled by your mobile phone, tablet, smartwatch or other wearable.",5000.0,flex-timer-bluetooth-enabled-interval-training-wal,False,CA,8/10/2015 10:36,8/10/2015 10:36,6/12/2015 8:17,7/10/2015 10:36,False,36,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/dhomick/flex-timer-bluetooth-enabled-interval-training-wal?ref=category"",""rewards"":""https://www.kickstarter.com/projects/dhomick/flex-timer-bluetooth-enabled-interval-training-wal/rewards""}}",Monday,Monday,Friday,Friday,8,10,10,8,10,10,6,12,8,7,10,10,28 days 02:18:52.000000000,31 days 00:00:00.000000000,31 days 00:00:03.000000000,28,31,31,1,0,0,0,0
CHARM by Philip Dawkins,"""Charm"" class is in session! Mama Darleena, a transgender African-American woman, shares rules for etiquette with her LGBTQ students.",5000.0,charm-by-philip-dawkins,False,US,10/15/2015 23:59,10/15/2015 23:59,8/28/2015 9:52,9/18/2015 11:23,False,7,Plays,"{""web"":{""project"":""https://www.kickstarter.com/projects/northlight/charm-by-philip-dawkins?ref=category"",""rewards"":""https://www.kickstarter.com/projects/northlight/charm-by-philip-dawkins/rewards""}}",Thursday,Thursday,Friday,Friday,10,15,23,10,15,23,8,28,9,9,18,11,21 days 01:31:37.000000000,27 days 12:35:13.000000000,27 days 12:35:14.000000000,21,27,27,0,1,1,0,0
restaurant in the making (Canceled),"either paid before the meal, after the meal, or with an open account.",85500.0,restaurant-in-the-making,False,US,7/26/2015 20:02,7/23/2015 13:04,7/15/2015 0:15,7/16/2015 20:02,False,0,Restaurants,"{""web"":{""project"":""https://www.kickstarter.com/projects/1764148984/restaurant-in-the-making?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1764148984/restaurant-in-the-making/rewards""}}",Sunday,Thursday,Wednesday,Thursday,7,26,20,7,23,13,7,15,0,7,16,20,1 days 19:46:26.000000000,10 days 00:00:00.000000000,6 days 17:02:31.000000000,1,10,6,0,1,1,0,1
Smart Wallet: Locator & Charger a Fashionable Tech Accessory,"Next generation, leather wallet designed with built-in Bluetooth BLE & GPS tracker, and a 1000 mAh battery for charging on the go.",35000.0,smartwallet-tracker-and-battery-in-a-high-fashion,False,US,9/7/2014 21:03,9/7/2014 21:03,1/28/2014 10:14,8/5/2014 21:03,False,315,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/1361917084/smartwallet-tracker-and-battery-in-a-high-fashion?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1361917084/smartwallet-tracker-and-battery-in-a-high-fashion/rewards""}}",Sunday,Sunday,Tuesday,Tuesday,9,7,21,9,7,21,1,28,10,8,5,21,189 days 10:48:13.000000000,33 days 00:00:00.000000000,33 days 00:00:01.000000000,189,33,33,1,1,1,1,1
The Making of Input and Broken's 'Left for Dead',This is a collaborative effort to contribute to the creation and completion of Left For Dead. A simple push to connect us forever.,3500.0,the-making-of-input-and-brokens-left-for-dead,False,US,2/19/2011 21:00,2/19/2011 21:00,1/31/2011 23:24,2/1/2011 2:09,False,14,,"{""web"":{""project"":""https://www.kickstarter.com/projects/1764392903/the-making-of-input-and-brokens-left-for-dead?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1764392903/the-making-of-input-and-brokens-left-for-dead/rewards""}}",Saturday,Saturday,Monday,Tuesday,2,19,21,2,19,21,1,31,23,2,1,2,0 days 02:45:20.000000000,18 days 18:50:04.000000000,18 days 18:50:19.000000000,0,18,18,1,1,1,1,1
Slavic Nation â Mobile App Connecting a Community,Slavic Nation is a mobile application connecting the Slavic community.,32348.0,slavic-nation-mobile-app-connecting-a-community,False,US,12/1/2016 8:00,12/1/2016 8:00,7/19/2016 16:01,11/1/2016 8:00,False,17,Apps,"{""web"":{""project"":""https://www.kickstarter.com/projects/slavicnation/slavic-nation-mobile-app-connecting-a-community?ref=category"",""rewards"":""https://www.kickstarter.com/projects/slavicnation/slavic-nation-mobile-app-connecting-a-community/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,12,1,8,12,1,8,7,19,16,11,1,8,104 days 15:58:38.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,104,30,30,0,1,1,1,0
removed (Canceled),removed,5000.0,roccat-4-for-mac,False,GB,8/28/2013 11:40,7/30/2013 17:34,7/22/2013 9:51,7/29/2013 11:40,False,0,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/746464472/roccat-4-for-mac?ref=category"",""rewards"":""https://www.kickstarter.com/projects/746464472/roccat-4-for-mac/rewards""}}",Wednesday,Tuesday,Monday,Monday,8,28,11,7,30,17,7,22,9,7,29,11,7 days 01:49:39.000000000,30 days 00:00:00.000000000,1 days 05:53:49.000000000,7,30,1,0,1,1,0,0
MyndGazer - World's First Neurofeedback In Virtual Reality,MyndGazer is a brain-computer interface platform that renders the users brain waves in real time as a Virtual Reality 3D visualization.,10000.0,myndgazer-worlds-first-neurofeedback-in-virtual-re,False,US,3/4/2016 17:37,3/4/2016 17:37,11/14/2014 0:03,1/19/2016 17:37,True,71,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/myndgazer/myndgazer-worlds-first-neurofeedback-in-virtual-re?ref=category"",""rewards"":""https://www.kickstarter.com/projects/myndgazer/myndgazer-worlds-first-neurofeedback-in-virtual-re/rewards""}}",Friday,Friday,Friday,Tuesday,3,4,17,3,4,17,11,14,0,1,19,17,431 days 17:34:38.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,431,45,45,0,1,1,1,0
Finding Near Earth Asteroids (NEOs) before they find us.,Tenagra Observatories has been working to follow up  newly found near earth asteroids for over 16 years.  A new telescope is needed.,990000.0,finding-near-earth-asteroids-neos-before-they-find,False,US,3/26/2016 17:12,3/26/2016 17:12,2/23/2016 17:51,2/25/2016 17:12,False,5,,"{""web"":{""project"":""https://www.kickstarter.com/projects/1585348403/finding-near-earth-asteroids-neos-before-they-find?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1585348403/finding-near-earth-asteroids-neos-before-they-find/rewards""}}",Saturday,Saturday,Tuesday,Thursday,3,26,17,3,26,17,2,23,17,2,25,17,1 days 23:20:58.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,1,30,30,0,1,1,0,1
Zombie Apocalypse Versus Game Theory,Have you ever wondered if Game Theory could be used to defeat or survive a Zombie apocalypse??,7000.0,zombie-apocalypse-versus-game-theory,False,US,8/26/2014 22:01,8/26/2014 22:01,6/11/2014 16:54,6/27/2014 22:01,False,8,Apps,"{""web"":{""project"":""https://www.kickstarter.com/projects/1889631961/zombie-apocalypse-versus-game-theory?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1889631961/zombie-apocalypse-versus-game-theory/rewards""}}",Tuesday,Tuesday,Wednesday,Friday,8,26,22,8,26,22,6,11,16,6,27,22,16 days 05:06:20.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,16,60,60,0,1,1,0,0
On The Rocks: The First All Women's Rock Climbing Film,"The emphasis of this film is on nature, movement and the beauty of feminine strength and will on stone. First production of its kind.",3600.0,on-the-rocks-the-first-all-womens-rock-climbing-fi,False,US,6/29/2013 21:47,6/29/2013 21:47,5/12/2013 18:37,5/24/2013 13:37,False,101,Shorts,"{""web"":{""project"":""https://www.kickstarter.com/projects/142486478/on-the-rocks-the-first-all-womens-rock-climbing-fi?ref=category"",""rewards"":""https://www.kickstarter.com/projects/142486478/on-the-rocks-the-first-all-womens-rock-climbing-fi/rewards""}}",Saturday,Saturday,Sunday,Friday,6,29,21,6,29,21,5,12,18,5,24,13,11 days 19:00:09.000000000,36 days 08:09:50.000000000,36 days 08:09:50.000000000,11,36,36,1,1,1,0,1
SCREEN EYED BABY ICE Performance Series,"This Nov-Dec, BBG presents the Screen Eyed Baby Ice Performance Series, a variety show featuring 10+ artists in 4 venues over 6 weeks.",1600.0,screen-eyed-baby-ice-performance-series,False,US,11/9/2014 14:18,11/9/2014 14:18,10/6/2014 15:17,10/20/2014 14:18,False,41,Experimental,"{""web"":{""project"":""https://www.kickstarter.com/projects/1709618329/screen-eyed-baby-ice-performance-series?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1709618329/screen-eyed-baby-ice-performance-series/rewards""}}",Sunday,Sunday,Monday,Monday,11,9,14,11,9,14,10,6,15,10,20,14,13 days 23:00:28.000000000,20 days 00:00:00.000000000,20 days 00:00:00.000000000,13,20,20,1,1,1,0,1
ARC Series:  The Grow Light Reinvented,Advanced LED technology built to grow plants from seed to harvest without the hassles of weather and costs of conventional grow lights.,52000.0,arc-series-the-grow-light-reinvented,False,US,9/21/2013 22:00,9/21/2013 22:00,7/9/2013 10:54,8/22/2013 10:41,False,117,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/938548139/arc-series-the-grow-light-reinvented?ref=category"",""rewards"":""https://www.kickstarter.com/projects/938548139/arc-series-the-grow-light-reinvented/rewards""}}",Saturday,Saturday,Tuesday,Thursday,9,21,22,9,21,22,7,9,10,8,22,10,43 days 23:47:23.000000000,30 days 11:18:20.000000000,30 days 11:18:39.000000000,43,30,30,1,1,1,0,1
LookLEDTV a 4-D standalone ambilight system for TV and PC,The first low cost & easy self install for TV. That brings video content to light into room in HD with LED RGB ambient lighting system.,50000.0,lookledtv,False,CA,10/27/2014 14:06,10/27/2014 14:06,1/18/2014 14:43,9/27/2014 14:06,False,14,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/153779262/lookledtv?ref=category"",""rewards"":""https://www.kickstarter.com/projects/153779262/lookledtv/rewards""}}",Monday,Monday,Saturday,Saturday,10,27,14,10,27,14,1,18,14,9,27,14,251 days 23:23:32.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,251,30,30,0,0,0,0,0
The FireVolt Project,"A scalable, modular, Tiny House, Whole-House 250 Watt (DC) Thermoelectric-Hydronic Generator. Make power while you live and sleep warm.",30000.0,the-firevolt-project,False,US,4/20/2015 22:59,4/20/2015 22:59,3/5/2015 8:07,3/20/2015 21:06,False,0,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/2077780359/the-firevolt-project?ref=category"",""rewards"":""https://www.kickstarter.com/projects/2077780359/the-firevolt-project/rewards""}}",Monday,Monday,Thursday,Friday,4,20,22,4,20,22,3,5,8,3,20,21,15 days 12:59:20.000000000,31 days 01:52:01.000000000,31 days 01:52:02.000000000,15,31,31,0,1,1,0,0
Unity 3D Virtual Online Bicycle Store (Canceled),The virtual cycle website is a twist on the high street cycle store combining the needs of a cyclist with interactive visualization,20000.0,unity-3d-virtual-online-bicycle-store,False,GB,6/16/2014 14:17,6/12/2014 12:25,4/24/2014 16:42,5/2/2014 14:17,False,2,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1225974274/unity-3d-virtual-online-bicycle-store?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1225974274/unity-3d-virtual-online-bicycle-store/rewards""}}",Monday,Thursday,Thursday,Friday,6,16,14,6,12,12,4,24,16,5,2,14,7 days 21:34:45.000000000,45 days 00:00:00.000000000,40 days 22:08:47.000000000,7,45,40,0,1,1,0,0
Help promote freedom through secure private communication.,"Free, open source, cross-platform software for exchanging private information easily and securely, even when other methods fail.",7500.0,help-promote-freedom-through-secure-private-commun,False,US,4/12/2011 23:03,4/12/2011 23:03,3/16/2011 22:47,3/17/2011 23:03,False,6,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/969464422/help-promote-freedom-through-secure-private-commun?ref=category"",""rewards"":""https://www.kickstarter.com/projects/969464422/help-promote-freedom-through-secure-private-commun/rewards""}}",Tuesday,Tuesday,Wednesday,Thursday,4,12,23,4,12,23,3,16,22,3,17,23,1 days 00:16:01.000000000,26 days 00:00:00.000000000,26 days 00:00:00.000000000,1,26,26,0,1,1,0,0
Social Seismology: Predicting Protests with Social Media,"Predicting unrest proactively with Social Media, rather than reacting to incidents.",10000.0,social-seismology-predicting-protests-with-social,False,US,9/13/2015 14:52,8/19/2015 10:20,6/10/2015 16:44,8/14/2015 14:52,False,1,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/r0bot-d3v1l/social-seismology-predicting-protests-with-social?ref=category"",""rewards"":""https://www.kickstarter.com/projects/r0bot-d3v1l/social-seismology-predicting-protests-with-social/rewards""}}",Sunday,Wednesday,Wednesday,Friday,9,13,14,8,19,10,6,10,16,8,14,14,64 days 22:07:52.000000000,30 days 00:00:00.000000000,4 days 19:27:49.000000000,64,30,4,0,1,1,0,1
